CISP;mes;vano;mes_ano;AISP;RISP;munic;mcirc;Regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;recuperacao_veiculos;cump_mandado_prisao;prisoes;grp;apf_cmp;apreensoes;gaai;aaapai_cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
140;1;2003;2003m1;29;6;"Natividade;Varre-Sai";9999997;Interior;0;0;0;0;0;11;0;0;3;0;0;0;0;0;0;0;0;0;0;;0;0;0;;4;4;0;0;0;0;0;0;0;;;;;;;4;0;0;0;0;0;0;0;0;27;3
141;1;2003;2003m1;8;6;São Fidélis;3304805;Interior;0;0;0;0;0;12;0;1;12;0;0;0;0;0;0;0;0;0;0;;0;0;0;;13;13;0;0;0;2;0;0;1;;;;;;;10;1;1;0;0;0;0;0;0;78;3
142;1;2003;2003m1;37;5;Cambuci;3300902;Interior;0;0;0;0;0;9;0;0;4;0;1;1;0;1;0;0;0;0;0;;0;3;0;;3;3;0;0;0;1;0;1;4;;;;;;;7;0;0;0;0;0;0;1;1;40;3
143;1;2003;2003m1;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;1;0;0;0;1;61;1;0;48;1;3;1;0;3;0;0;0;0;0;;2;10;3;;76;79;0;0;0;9;35;0;32;;;;;;;53;7;2;0;0;0;1;3;1;359;3
144;1;2003;2003m1;29;6;Bom Jesus de Itabapoana;3300605;Interior;0;0;0;0;0;15;0;1;10;0;0;0;0;0;0;0;0;0;0;;2;2;0;;10;10;0;0;0;0;1;0;1;;;;;;;8;0;0;0;0;0;0;0;0;56;3
145;1;2003;2003m1;8;6;São João da Barra;3305000;Interior;1;0;0;0;1;26;0;3;24;0;1;0;0;0;0;0;0;0;0;;0;1;4;;47;51;0;0;0;0;2;2;0;;;;;;;35;0;0;0;0;0;1;0;0;145;3
146;1;2003;2003m1;8;6;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior;14;0;1;0;5;93;3;4;79;6;1;6;1;6;1;0;0;1;0;;3;25;6;;69;75;0;0;0;1;16;6;2;;;;;;;70;5;0;0;0;0;15;8;6;392;3
151;1;2003;2003m1;11;7;Nova Friburgo;3303401;Interior;6;0;2;1;4;99;2;2;40;2;1;1;0;8;5;0;0;1;0;;2;20;16;;70;86;0;2;0;12;18;17;5;;;;;;;116;7;2;0;0;0;9;14;1;479;3
152;1;2003;2003m1;11;7;Duas Barras;3301603;Interior;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;0;;0;0;0;0;0;0;0;0;0;;;;;;;4;1;0;0;0;0;0;1;0;17;3
153;1;2003;2003m1;11;7;Cantagalo;3301108;Interior;0;0;0;0;1;15;0;0;3;0;0;0;0;0;0;0;0;0;0;;0;0;0;;10;10;0;0;0;0;0;1;3;;;;;;;17;0;1;0;0;0;0;0;0;56;3
154;1;2003;2003m1;11;7;"Cordeiro;Macuco";9999998;Interior;1;0;0;0;1;25;0;0;3;0;0;0;0;0;0;0;0;0;0;;0;0;0;;15;15;0;0;0;0;1;0;2;;;;;;;11;0;0;0;0;0;1;0;0;72;3
155;1;2003;2003m1;37;5;São Sebastião do Alto;3305307;Interior;0;0;0;0;2;9;0;1;5;0;0;0;0;0;0;0;0;0;0;;0;0;1;;2;3;0;0;0;1;0;1;1;;;;;;;5;0;0;0;0;0;0;0;0;29;3
156;1;2003;2003m1;11;7;Santa Maria Madalena;3304607;Interior;1;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;5;5;0;0;0;0;0;0;1;;;;;;;2;0;0;0;0;0;1;0;0;38;3
157;1;2003;2003m1;11;7;Trajano de Morais;3305901;Interior;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;2;2;0;0;0;0;0;0;0;;;;;;;8;0;0;0;0;0;0;0;0;25;3
158;1;2003;2003m1;11;7;Bom Jardim;3300506;Interior;0;0;0;0;0;9;0;1;4;0;0;0;0;1;0;0;0;0;0;;0;1;2;;8;10;0;0;0;0;1;1;2;;;;;;;6;0;1;0;0;0;0;1;0;47;3
159;1;2003;2003m1;11;7;Cachoeiras de Macacu;3300803;Interior;0;0;0;0;0;36;1;2;16;0;0;0;0;1;0;0;0;0;0;;0;1;1;;29;30;0;0;0;2;4;2;2;;;;;;;35;1;0;0;0;0;0;1;0;139;3
165;1;2003;2003m1;32;6;Mangaratiba;3302601;Interior;0;0;0;0;0;37;1;0;17;1;0;1;1;2;0;0;0;0;0;;1;6;6;;28;34;0;0;0;1;2;4;2;;;;;;;28;0;1;0;0;0;0;2;1;138;3
166;1;2003;2003m1;32;6;Angra dos Reis;3300100;Interior;7;0;0;0;9;118;4;3;31;4;1;1;1;5;2;0;0;2;0;;3;19;3;;106;109;0;0;0;3;79;2;2;;;;;;;118;4;2;0;0;0;7;9;1;496;3
167;1;2003;2003m1;32;6;Paraty;3303807;Interior;3;0;0;0;3;17;1;0;6;1;1;1;0;1;0;0;0;1;0;;0;5;2;;29;31;0;0;0;3;5;2;5;;;;;;;31;1;0;0;0;0;3;2;1;116;3
168;1;2003;2003m1;10;5;Rio Claro;3304409;Interior;0;0;0;0;0;7;0;0;5;0;0;0;0;1;0;0;0;0;0;;0;1;0;;1;1;0;0;0;1;2;0;2;;;;;;;10;0;0;0;0;0;0;1;0;40;3
1;2;2003;2003m2;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;36;0;0;21;19;1;9;6;53;13;0;0;33;0;;16;150;14;;210;224;0;1;0;65;1;3;11;;;;;;;20;0;1;0;0;0;0;99;9;693;3
4;2;2003;2003m2;5;1;Rio de Janeiro;3304557;Capital;4;0;0;0;0;32;1;1;61;6;0;5;2;33;13;2;0;26;0;;14;101;2;;80;82;0;0;0;4;31;10;5;;;;;;;28;5;0;0;0;0;4;72;5;447;3
5;2;2003;2003m2;5;1;Rio de Janeiro;3304557;Capital;3;0;0;2;1;65;4;0;23;8;2;3;0;44;6;1;0;27;0;;39;130;14;;220;234;0;0;0;27;7;16;17;;;;;;;58;3;0;0;0;0;5;77;3;680;3
6;2;2003;2003m2;1;1;Rio de Janeiro;3304557;Capital;6;0;0;4;8;34;2;1;27;6;3;30;2;20;14;2;0;24;1;;34;136;11;;68;79;0;0;0;2;18;57;2;;;;;;;20;4;3;0;0;0;10;58;30;422;3
7;2;2003;2003m2;1;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;14;1;0;1;2;0;16;1;1;0;0;0;1;0;;12;33;13;;26;39;0;0;0;1;5;15;1;;;;;;;26;1;1;0;0;0;2;2;16;134;3
9;2;2003;2003m2;2;1;Rio de Janeiro;3304557;Capital;1;0;0;0;1;41;0;0;31;8;2;24;3;19;19;0;0;15;0;;33;123;75;;176;251;0;0;0;13;7;15;1;;;;;;;39;2;1;0;0;0;1;53;24;559;3
10;2;2003;2003m2;2;1;Rio de Janeiro;3304557;Capital;1;0;0;0;0;60;0;1;21;15;4;9;2;24;23;1;0;20;2;;27;127;68;;187;255;0;0;0;15;10;11;3;;;;;;;28;2;1;0;0;0;1;67;9;586;3
12;2;2003;2003m2;19;1;Rio de Janeiro;3304557;Capital;1;0;0;0;2;67;0;1;15;6;4;4;0;26;8;1;0;13;0;;56;118;16;;300;316;0;1;0;8;14;4;3;;;;;;;44;2;3;0;0;0;1;47;4;684;3
13;2;2003;2003m2;19;1;Rio de Janeiro;3304557;Capital;1;0;0;0;0;28;0;0;11;10;4;5;0;10;5;0;0;13;0;;21;68;14;;151;165;0;0;0;10;11;5;1;;;;;;;28;2;1;0;0;0;1;28;5;387;3
14;2;2003;2003m2;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;3;36;1;0;32;6;12;23;0;27;5;0;0;20;0;;39;132;37;;303;340;0;1;0;17;5;22;6;;;;;;;33;2;0;0;0;0;0;52;23;705;3
15;2;2003;2003m2;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;26;0;1;47;0;3;5;1;8;2;0;0;1;0;;10;30;16;;97;113;0;0;0;2;16;11;1;;;;;;;13;4;3;0;0;0;0;11;5;296;3
16;2;2003;2003m2;36;6;Rio de Janeiro;3304557;Capital;5;0;0;0;1;121;10;5;122;16;7;45;5;21;12;0;0;19;1;;62;188;40;;289;329;0;1;0;51;5;15;4;;;;;;;122;8;2;0;0;0;5;52;45;1015;3
17;2;2003;2003m2;4;1;Rio de Janeiro;3304557;Capital;3;0;0;3;6;34;1;2;28;9;0;43;6;29;10;0;0;18;0;;45;160;22;;76;98;0;1;0;4;47;56;3;;;;;;;24;2;6;0;0;0;6;57;43;562;3
18;2;2003;2003m2;6;1;Rio de Janeiro;3304557;Capital;0;0;0;2;1;26;1;1;25;7;2;42;5;24;15;0;0;37;0;;38;170;34;;92;126;0;0;0;9;12;18;2;;;;;;;22;1;0;0;0;0;2;76;42;425;3
19;2;2003;2003m2;6;1;Rio de Janeiro;3304557;Capital;1;0;0;1;2;53;1;1;18;14;0;34;7;30;3;0;0;25;0;;57;170;36;;124;160;0;1;0;13;13;13;1;;;;;;;48;0;2;0;0;0;2;58;34;543;3
20;2;2003;2003m2;6;1;Rio de Janeiro;3304557;Capital;4;0;0;1;5;46;2;0;19;12;2;56;6;29;8;0;0;22;0;;39;174;41;;97;138;0;0;0;12;19;41;5;;;;;;;31;4;0;0;0;0;5;59;56;504;3
21;2;2003;2003m2;22;1;Rio de Janeiro;3304557;Capital;21;0;1;1;0;87;5;5;54;19;4;178;31;50;42;0;0;26;1;;166;517;38;;95;133;0;2;0;16;54;160;13;;;;;;;45;11;13;0;0;0;23;118;178;1071;3
22;2;2003;2003m2;16;1;Rio de Janeiro;3304557;Capital;5;1;0;3;0;55;3;3;41;20;0;127;13;36;14;0;0;20;1;;107;338;56;;100;156;1;1;0;9;11;100;2;;;;;;;51;6;8;0;1;0;9;70;127;718;3
23;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;2;0;0;1;9;59;4;1;16;17;1;120;24;33;11;1;0;23;0;;111;341;48;;133;181;0;2;0;28;7;53;5;;;;;;;56;4;0;0;0;0;3;67;120;754;3
24;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;4;0;0;0;1;70;1;3;36;14;3;84;13;15;7;0;0;11;0;;85;232;26;;54;80;0;0;0;10;15;63;3;;;;;;;61;2;0;0;0;0;4;33;84;534;3
25;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;3;0;0;7;11;48;0;0;22;10;1;92;7;16;5;0;0;9;0;;84;224;5;;48;53;0;0;0;6;43;125;2;;;;;;;25;5;7;0;0;0;10;30;92;595;3
26;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;1;0;0;0;;;;;;;0;0;0;0;0;0;0;0;0;4;3
27;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;3;0;0;1;9;56;0;0;41;16;2;120;5;17;4;0;0;28;1;;91;284;61;;79;140;0;0;0;11;0;59;2;;;;;;;60;6;5;0;0;0;4;49;120;623;3
28;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;1;0;1;3;5;63;1;0;34;12;0;71;3;23;12;0;0;10;0;;62;193;15;;42;57;0;1;0;6;4;47;1;;;;;;;62;4;0;0;0;0;5;45;71;442;3
29;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;6;0;0;4;2;55;1;2;40;23;0;76;2;49;16;0;0;37;1;;65;269;32;;128;160;0;0;0;5;6;22;0;;;;;;;37;2;1;0;0;0;10;102;76;580;3
30;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;10;0;1;3;1;99;3;1;33;6;3;86;2;34;8;0;0;19;1;;63;222;30;;70;100;0;0;0;8;3;45;3;;;;;;;71;12;3;0;0;0;14;61;86;579;3
31;2;2003;2003m2;14;2;Rio de Janeiro;3304557;Capital;2;0;0;0;0;7;0;0;1;0;1;4;0;1;0;0;0;2;0;;5;13;0;;1;1;0;0;0;0;0;1;1;;;;;;;11;0;0;0;0;0;2;3;4;37;3
32;2;2003;2003m2;18;2;Rio de Janeiro;3304557;Capital;9;0;0;0;5;191;10;1;69;21;5;50;12;24;5;0;0;21;1;;45;184;13;;101;114;0;0;0;13;17;58;5;;;;;;;150;7;2;0;0;0;9;50;50;803;3
33;2;2003;2003m2;14;2;Rio de Janeiro;3304557;Capital;7;0;0;0;1;100;1;5;65;4;1;60;8;31;10;0;0;7;0;;63;184;28;;108;136;0;0;0;7;9;35;0;;;;;;;87;6;7;0;0;0;7;48;60;647;3
34;2;2003;2003m2;14;2;Rio de Janeiro;3304557;Capital;13;0;0;2;9;124;6;3;40;13;2;104;27;45;11;0;0;23;0;;61;286;33;;117;150;0;0;0;14;35;102;5;;;;;;;79;6;5;0;0;0;15;79;104;875;3
35;2;2003;2003m2;31;2;Rio de Janeiro;3304557;Capital;27;0;0;0;11;265;9;10;129;25;5;105;7;39;27;0;0;17;0;;79;304;45;;268;313;0;2;0;23;17;67;11;;;;;;;214;22;15;0;0;0;27;83;105;1428;3
36;2;2003;2003m2;27;2;Rio de Janeiro;3304557;Capital;19;0;0;5;15;177;9;1;47;10;4;33;11;20;21;1;0;9;1;;25;135;14;;82;96;0;0;0;8;14;39;9;;;;;;;111;9;12;0;0;0;24;50;33;683;3
37;2;2003;2003m2;17;1;Rio de Janeiro;3304557;Capital;4;0;0;3;8;89;1;2;52;6;1;110;15;28;20;2;0;20;1;;83;286;24;;102;126;0;0;0;25;10;87;8;;;;;;;85;5;5;1;0;0;7;68;110;766;3
38;2;2003;2003m2;16;1;Rio de Janeiro;3304557;Capital;5;0;1;0;10;76;1;0;17;15;0;124;21;20;13;0;0;15;0;;94;302;38;;80;118;0;1;0;12;15;90;1;;;;;;;51;4;1;0;0;0;6;48;124;650;3
39;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;31;1;0;11;4;102;0;1;25;7;2;119;20;36;14;0;0;38;0;;74;310;14;;85;99;0;0;0;0;10;75;4;;;;;;;76;10;3;0;0;0;43;88;119;718;3
40;2;2003;2003m2;9;2;Rio de Janeiro;3304557;Capital;8;0;0;4;7;48;0;1;33;10;2;51;8;22;12;0;0;14;0;;36;155;17;;32;49;0;1;0;7;5;68;1;;;;;;;25;3;1;0;1;0;12;48;51;385;3
41;2;2003;2003m2;18;2;Rio de Janeiro;3304557;Capital;2;0;0;1;2;48;2;0;40;15;4;48;1;20;4;0;0;15;1;;45;153;31;;110;141;0;1;0;10;5;24;3;;;;;;;57;1;0;0;0;0;3;39;48;488;3
44;2;2003;2003m2;3;1;Rio de Janeiro;3304557;Capital;6;0;0;2;3;35;2;1;22;7;0;82;9;14;1;0;0;12;0;;63;188;14;;57;71;0;0;0;12;8;73;11;;;;;;;29;7;0;0;0;0;8;27;82;447;3
48;2;2003;2003m2;24;3;Seropédica;3305554;Baixada Fluminense;7;0;0;0;4;29;1;1;7;4;4;18;8;2;1;0;0;3;1;;15;56;1;;23;24;0;0;0;0;7;8;7;;;;;;;19;1;0;0;0;0;7;6;18;187;3
50;2;2003;2003m2;24;3;Itaguaí;3302007;Baixada Fluminense;5;0;1;1;3;55;1;3;32;1;6;6;2;9;1;0;0;3;0;;7;35;9;;48;57;0;0;0;5;7;5;5;;;;;;;39;4;2;0;0;0;7;13;6;252;3
51;2;2003;2003m2;24;3;Paracambi;3303609;Baixada Fluminense;3;0;0;0;1;37;1;0;2;0;0;1;0;2;0;0;0;2;0;;0;5;1;;13;14;0;0;0;4;2;2;0;;;;;;;31;3;0;0;0;0;3;4;1;111;3
52;2;2003;2003m2;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2;0;0;0;2;100;2;2;41;11;0;68;21;19;3;0;0;17;0;;50;189;35;;71;106;0;0;0;7;2;30;17;;;;;;;75;0;1;0;0;0;2;39;68;531;3
53;2;2003;2003m2;20;3;Mesquita;3302858;Baixada Fluminense;8;0;0;3;2;81;1;1;11;4;0;16;1;15;7;0;0;9;0;;21;73;6;;34;40;0;0;0;2;9;24;0;;;;;;;76;9;1;0;0;0;11;31;16;349;3
54;2;2003;2003m2;20;3;Belford Roxo;3300456;Baixada Fluminense;20;0;1;2;10;248;5;1;15;5;2;35;3;14;3;0;0;5;0;;32;99;12;;56;68;0;0;0;11;16;31;9;;;;;;;199;14;2;0;0;0;23;22;35;751;3
55;2;2003;2003m2;24;3;"Queimados;Japeri";9999981;Baixada Fluminense;9;0;0;1;3;67;5;1;15;6;0;14;9;11;0;0;0;1;0;;10;51;2;;64;66;0;0;0;3;12;9;6;;;;;;;45;0;0;0;0;0;10;12;14;321;3
56;2;2003;2003m2;20;3;Nova Iguaçu;3303500;Baixada Fluminense;20;0;0;1;3;78;10;5;18;5;2;40;2;11;4;0;0;4;0;;35;103;12;;34;46;0;0;0;2;19;29;0;;;;;;;68;12;1;0;0;0;21;19;40;395;3
57;2;2003;2003m2;20;3;Nilópolis;3303203;Baixada Fluminense;11;0;0;0;4;94;5;1;13;11;0;37;1;26;2;0;0;12;0;;33;122;29;;68;97;0;1;0;6;9;20;1;;;;;;;54;5;1;0;0;0;11;40;37;440;3
58;2;2003;2003m2;20;3;Nova Iguaçu;3303500;Baixada Fluminense;21;0;1;3;9;125;6;5;33;3;2;45;1;11;8;0;0;5;0;;34;109;24;;44;68;0;0;0;1;6;34;2;;;;;;;117;4;3;0;0;0;25;24;45;530;3
59;2;2003;2003m2;15;3;Duque de Caxias;3301702;Baixada Fluminense;9;0;0;9;7;167;8;4;92;25;4;171;24;69;45;1;0;48;0;;170;557;32;;119;151;0;0;0;19;24;132;22;;;;;;;155;10;5;0;0;0;18;162;171;1251;3
60;2;2003;2003m2;15;3;Duque de Caxias;3301702;Baixada Fluminense;14;0;0;2;7;66;0;4;25;8;3;49;4;13;21;0;0;5;0;;36;139;9;;62;71;0;0;0;1;4;28;2;;;;;;;60;8;6;0;0;0;16;39;49;420;3
61;2;2003;2003m2;15;3;Duque de Caxias;3301702;Baixada Fluminense;2;0;0;0;3;22;1;1;11;0;1;10;0;0;1;0;0;0;0;;2;14;1;;8;9;0;0;0;0;0;13;2;;;;;;;26;1;2;0;0;0;2;1;10;101;3
62;2;2003;2003m2;15;3;Duque de Caxias;3301702;Baixada Fluminense;10;0;0;1;3;26;2;1;3;6;1;23;6;3;5;0;0;0;0;;14;58;1;;14;15;0;0;0;0;7;18;0;;;;;;;26;0;1;0;0;0;11;8;23;165;3
64;2;2003;2003m2;20;3;São João de Meriti;3305109;Baixada Fluminense;23;1;1;4;10;205;4;2;49;10;0;66;12;25;18;0;0;7;0;;56;194;31;;105;136;0;0;0;21;16;66;6;;;;;;;120;14;2;0;0;0;29;50;66;863;3
65;2;2003;2003m2;33;5;"Magé;Guapimirim";9999982;Baixada Fluminense;5;0;0;0;3;106;0;5;30;6;2;8;2;3;3;0;0;1;0;;7;32;3;;56;59;0;0;0;4;3;5;0;;;;;;;85;3;3;0;0;0;5;7;8;313;3
66;2;2003;2003m2;33;5;Magé;3302502;Baixada Fluminense;11;0;0;0;1;52;0;2;18;3;0;4;2;2;4;0;0;4;0;;4;23;2;;29;31;0;0;0;2;15;10;5;;;;;;;61;4;0;0;0;0;11;10;4;245;3
71;2;2003;2003m2;35;4;"Itaboraí;Tanguá";9999983;Interior;18;0;0;2;6;100;2;8;38;11;6;29;6;8;15;0;0;2;0;;23;100;8;;103;111;0;0;0;10;20;39;6;;;;;;;119;7;1;0;0;0;20;25;29;537;3
72;2;2003;2003m2;7;4;São Gonçalo;3304904;Grande Niterói;9;0;0;2;9;117;8;0;51;10;0;35;6;22;17;0;0;7;0;;27;124;29;;105;134;0;0;0;11;11;41;6;;;;;;;128;11;2;0;0;0;11;46;35;685;3
73;2;2003;2003m2;7;4;São Gonçalo;3304904;Grande Niterói;11;0;0;3;5;89;3;6;41;13;2;14;0;6;15;0;0;4;0;;16;70;14;;48;62;0;0;0;4;3;53;5;;;;;;;59;5;0;0;0;0;14;25;14;406;3
74;2;2003;2003m2;7;4;São Gonçalo;3304904;Grande Niterói;22;0;0;2;6;141;6;6;33;9;1;40;2;39;24;0;0;20;1;;39;175;21;;112;133;0;0;0;7;12;50;2;;;;;;;126;5;1;1;0;0;24;83;40;697;3
75;2;2003;2003m2;7;4;São Gonçalo;3304904;Grande Niterói;4;0;0;0;3;28;1;2;31;2;2;13;1;6;4;0;0;2;0;;6;36;1;;34;35;0;0;0;4;1;12;3;;;;;;;49;6;1;0;0;0;4;12;13;221;3
76;2;2003;2003m2;12;4;Niterói;3303302;Grande Niterói;8;0;0;0;3;52;2;1;61;21;1;33;4;49;9;0;0;32;0;;45;194;42;;240;282;0;1;0;23;3;13;4;;;;;;;64;1;1;0;0;0;8;90;33;757;3
77;2;2003;2003m2;12;4;Niterói;3303302;Grande Niterói;1;1;0;0;2;40;2;0;15;10;1;14;1;16;14;0;0;30;0;;19;105;70;;99;169;0;0;0;12;7;18;5;;;;;;;38;6;2;2;0;0;2;60;14;468;3
78;2;2003;2003m2;12;4;Niterói;3303302;Grande Niterói;7;0;1;7;4;65;2;0;12;8;5;28;4;17;19;0;0;5;1;;24;111;15;;48;63;0;1;0;0;17;47;1;;;;;;;67;5;2;0;0;0;15;41;28;406;3
79;2;2003;2003m2;12;4;Niterói;3303302;Grande Niterói;6;0;1;0;0;44;2;0;14;6;0;13;1;5;6;0;0;2;0;;13;46;13;;43;56;0;0;0;1;4;5;1;;;;;;;46;4;1;0;0;0;7;13;13;233;3
81;2;2003;2003m2;12;4;Niterói;3303302;Grande Niterói;3;0;0;0;0;61;0;1;54;2;5;3;0;3;3;0;0;3;0;;3;22;27;;91;118;1;0;0;5;2;10;7;;;;;;;55;5;1;0;0;0;3;9;3;312;3
82;2;2003;2003m2;12;4;Maricá;3302700;Grande Niterói;8;0;0;0;5;45;1;0;29;2;3;3;0;3;1;0;0;0;0;;2;14;9;;50;59;0;0;0;6;5;10;1;;;;;;;50;2;1;0;0;0;8;4;3;289;3
88;2;2003;2003m2;10;5;Barra do Pirai;3300308;Interior;2;0;0;0;2;73;2;2;22;1;0;0;0;2;0;0;0;0;0;;4;7;2;;19;21;0;1;0;5;12;1;11;;;;;;;29;4;0;0;0;0;2;2;0;199;3
89;2;2003;2003m2;28;5;Resende;3304201;Interior;3;0;0;0;3;120;1;3;25;4;1;5;0;14;4;0;0;1;0;;12;41;9;;101;110;0;0;0;5;5;10;11;;;;;;;89;5;1;0;0;0;3;19;5;451;3
90;2;2003;2003m2;28;5;Barra Mansa;3300407;Interior;2;0;0;0;4;85;0;1;20;14;1;13;3;9;1;0;0;1;0;;8;50;6;;89;95;0;0;0;5;12;11;7;;;;;;;100;9;0;0;0;0;2;11;13;395;3
91;2;2003;2003m2;10;5;Valença;3306107;Interior;0;0;0;0;0;58;1;2;12;0;1;0;0;1;0;0;0;0;0;;0;2;3;;45;48;0;0;0;2;5;0;3;;;;;;;32;3;0;0;0;0;0;1;0;190;3
92;2;2003;2003m2;10;5;Rio das Flores;3304508;Interior;0;0;0;0;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;;1;2;0;;3;3;0;0;0;0;0;0;0;;;;;;;5;0;0;0;0;0;0;0;1;20;3
93;2;2003;2003m2;28;5;Volta Redonda;3306305;Interior;6;0;0;0;14;158;5;1;65;14;2;13;0;18;3;0;0;1;1;;12;64;13;;136;149;0;3;0;5;22;14;14;;;;;;;170;4;0;0;0;0;6;22;13;738;3
94;2;2003;2003m2;10;5;"Piraí;Pinheiral";9999988;Interior;3;0;0;0;1;28;0;1;11;0;0;4;3;1;0;0;0;0;0;;1;9;0;;15;15;0;0;0;1;4;3;3;;;;;;;26;0;0;0;0;0;3;1;4;111;3
95;2;2003;2003m2;10;5;Vassouras;3306206;Interior;0;0;0;0;0;35;2;0;9;0;1;1;1;1;0;0;0;0;0;;1;5;4;;13;17;0;0;0;0;2;3;2;;;;;;;26;0;0;0;0;0;0;1;1;108;3
96;2;2003;2003m2;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;3;0;0;0;3;36;2;0;11;0;0;1;0;0;0;0;0;0;0;;0;1;2;;21;23;0;0;0;2;3;0;2;;;;;;;26;1;0;0;0;0;3;0;1;117;3
97;2;2003;2003m2;10;5;Mendes;3302809;Interior;0;0;0;0;0;5;0;0;3;0;0;0;0;1;0;0;0;0;0;;0;1;3;;2;5;0;0;0;0;2;2;1;;;;;;;10;0;0;0;0;0;0;1;0;36;3
98;2;2003;2003m2;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;5;5;0;0;0;0;0;0;0;;;;;;;5;1;0;0;0;0;0;0;0;28;3
99;2;2003;2003m2;28;5;Itatiaia;3302254;Interior;1;0;0;1;2;14;2;0;4;1;1;2;1;1;0;0;0;0;0;;0;6;0;;40;40;0;0;0;0;5;1;0;;;;;;;15;0;0;0;0;0;2;1;2;114;3
100;2;2003;2003m2;28;5;"Porto Real;Quatis";9999992;Interior;0;0;0;0;1;10;1;0;0;3;1;0;0;2;0;0;0;0;0;;1;7;0;;8;8;0;0;0;0;0;1;1;;;;;;;15;1;1;0;0;0;0;2;0;62;3
104;2;2003;2003m2;30;7;São José do Vale do Rio Preto;3305158;Interior;0;0;0;0;0;7;0;1;8;0;0;0;0;0;0;0;0;0;0;;0;0;1;;11;12;0;0;0;1;0;0;3;;;;;;;4;0;0;0;0;0;0;0;0;48;3
105;2;2003;2003m2;26;7;Petrópolis;3303906;Interior;1;0;0;0;0;112;7;1;41;3;2;3;0;9;0;0;0;4;0;;7;28;21;;102;123;1;0;0;15;16;7;8;;;;;;;87;1;2;0;0;0;1;13;3;488;3
106;2;2003;2003m2;26;7;Petrópolis;3303906;Interior;0;0;0;0;1;25;2;2;15;0;0;0;0;2;0;0;0;0;0;;1;3;3;;33;36;0;0;0;3;9;2;5;;;;;;;21;1;0;0;0;0;0;2;0;124;3
107;2;2003;2003m2;10;5;Paraíba do Sul;3303708;Interior;1;0;0;0;0;16;0;0;23;0;0;0;0;0;0;0;0;0;0;;0;0;0;;12;12;0;0;0;4;4;6;0;;;;;;;17;10;0;0;0;0;1;0;0;108;3
108;2;2003;2003m2;10;5;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;2;0;0;0;0;67;0;1;19;5;0;8;5;4;3;0;0;1;0;;2;28;5;;53;58;0;0;0;3;17;3;2;;;;;;;119;3;3;0;0;0;2;8;8;346;3
109;2;2003;2003m2;10;5;Sapucaia;3305406;Interior;0;0;0;0;0;8;1;1;2;0;0;1;0;1;0;0;0;0;0;;0;2;3;;8;11;0;0;0;0;1;0;3;;;;;;;6;0;0;0;0;0;0;1;1;43;3
110;2;2003;2003m2;30;7;Teresópolis;3305802;Interior;3;0;0;0;3;97;1;1;48;3;0;3;1;2;0;0;0;1;0;;2;12;13;;71;84;0;1;0;9;8;8;15;;;;;;;66;5;0;0;0;0;3;3;3;366;3
